Sno,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,
6139,2790254,Yes,57,45,E2,20.29,10.67,-8,No,Yes,Male,Employee Referral,9,Noida,34,7,
6140,2790261,Yes,55,60,E3,41.03,34.62,-4.55,No,No,Male,Employee Referral,5,Chennai,29,2,
6142,2790476,Yes,46,45,E3,42.86,42.86,0,No,No,Male,Employee Referral,8,Noida,32,2,
6143,2793675,No,4,30,E1,105.88,76.47,-14.29,No,No,Male,Agency,4,Chennai,26,1,
6145,2793806,No,9,30,E1,44.38,44.38,0,No,No,Male,Employee Referral,5,Chennai,27,4,
6147,2793832,Yes,28,60,E2,45.35,33.72,-8,Yes,No,Male,Agency,6,Chennai,28,1,
6148,2793849,Yes,32,60,E1,81.47,39.13,-23.33,No,No,Male,Agency,5,Chennai,28,1,
6149,2793862,No,17,60,E1,90.91,90.91,0,No,No,Male,Agency,4,Chennai,26,4,
6151,2793870,No,2,60,E2,30.14,23.29,-5.26,No,No,Female,Agency,8,Chennai,39,4,
6152,2793896,No,4,30,E1,-2.78,-2.78,0,No,No,Male,Direct,3,Chennai,27,4,
6153,2794026,No,6,30,E1,71.72,54.04,-10.29,No,No,Male,Agency,3,Chennai,28,4,
6154,2794037,No,14,30,E1,50,50,0,No,No,Female,Employee Referral,4,Chennai,26,4,
6155,2794053,Yes,56,60,E2,32.74,28.32,-3.33,No,No,Male,Employee Referral,8,Hyderabad,35,8,
6156,2794097,No,27,45,E1,87.22,82.82,-2.35,No,No,Male,Direct,6,Bangalore,30,5,
6157,2794139,Yes,5,30,E2,1.85,-12.96,-14.55,No,No,Male,Direct,6,Noida,32,5,
6158,2794145,No,3,30,E1,50,-10,-40,No,No,Male,Employee Referral,5,Cochin,30,2,
6160,2794156,Yes,5,30,E1,73.33,33.33,-23.08,No,No,Male,Agency,1,Noida,25,2,
6161,2794173,No,73,30,E1,11.84,11.84,0,No,No,Female,Agency,3,Chennai,27,4,
6162,2794245,Yes,41,90,E1,27.23,35.04,6.14,No,No,Male,Agency,3,Bangalore,25,4,
6164,2794265,Yes,22,30,E1,30.56,38.89,6.38,No,No,Male,Agency,3,Bangalore,25,4,
6166,2794271,Yes,38,30,E1,33.33,33.33,0,No,No,Male,Agency,5,Bangalore,37,4,
6167,2794280,Yes,27,30,E1,69.08,69.08,0,No,No,Male,Agency,4,Bangalore,28,4,
6168,2794326,No,2,30,E2,66.67,109.57,25.74,No,No,Male,Employee Referral,1,Noida,25,2,
6170,2794459,Yes,23,30,E3,63.64,63.64,0,No,No,Female,Agency,11,Chennai,42,8,
6172,2794563,Yes,28,30,E2,0,0,0,No,No,Male,Direct,8,Chennai,31,8,
6173,2794595,Yes,3,30,E2,23.53,23.53,0,No,No,Male,Employee Referral,6,Noida,32,7,
6174,2794645,Yes,27,30,E2,40,40,0,No,Yes,Male,Agency,6,Noida,29,1,
6175,2794655,Yes,50,60,E3,36.52,36.52,0,No,No,Male,Agency,7,Noida,32,2,
6176,2794661,No,20,30,E1,66.67,113.33,28,No,No,Male,Agency,3,Bangalore,29,2,
6179,2795135,Yes,14,30,E1,58.73,42.86,-10,No,No,Female,Employee Referral,0,Noida,25,2,
6180,2795737,Yes,97,90,E2,33.33,20,-10,No,No,Male,Employee Referral,9,Chennai,36,8,
6181,2796732,No,57,90,E1,36.36,36.36,0,No,No,Male,Direct,4,Noida,27,3,
6186,2797763,Yes,51,60,E1,21.21,21.21,0,No,No,Male,Direct,3,Noida,28,3,
6187,2797814,Yes,45,90,E2,37.93,24.14,-10,No,No,Male,Direct,9,Chennai,34,8,
6188,2797853,Yes,87,90,E1,43.08,21.54,-15.05,No,No,Female,Agency,5,Hyderabad,27,5,
6189,2797865,No,6,30,E1,33.33,33.33,0,No,No,Male,Direct,4,Chennai,28,4,
6190,2797883,No,35,30,E1,40.08,51.75,8.33,No,No,Male,Agency,3,Chennai,29,1,
6191,2797972,Yes,20,30,E1,66.67,80,8,No,No,Female,Agency,2,Noida,31,2,
6192,2797978,No,10,30,E1,19.05,19.05,0,No,No,Female,Direct,3,Bangalore,25,4,
6195,2798173,No,2,30,E1,44.44,61.11,11.54,No,No,Female,Direct,3,Noida,28,5,
6196,2798306,No,59,30,E2,15.05,12.9,-1.87,No,No,Male,Direct,9,Chennai,31,1,
6197,2798312,Yes,29,30,E1,9.8,199.02,172.32,No,No,Male,Direct,2,Chennai,25,1,
6199,2798363,No,8,30,E1,50,37.5,-8.33,No,No,Male,Agency,2,Chennai,28,2,
6200,2798368,No,2,30,E1,66.67,45.83,-12.5,No,No,Male,Direct,3,Chennai,26,4,
6201,2798375,Yes,26,30,E1,11.11,0,-10,No,No,Male,Direct,3,Chennai,34,7,
6202,2798383,Yes,28,30,E1,38.3,38.3,0,No,No,Male,Direct,4,Kolkata,30,6,
6203,2798393,No,41,60,E1,62.64,49.89,-7.84,No,No,Male,Direct,2,Chennai,24,1,
6204,2798461,No,4,30,E1,32.35,105.88,55.56,No,No,Female,Employee Referral,0,Chennai,23,1,
6205,2798477,Yes,17,30,E1,50,10,-26.67,No,No,Male,Employee Referral,5,Mumbai,35,2,
6206,2798504,No,33,30,E2,37.5,0,-27.27,No,No,Male,Employee Referral,8,Chennai,34,2,
6208,2798507,No,1,30,E2,28.79,28.79,0,No,No,Female,Direct,6,Chennai,29,4,
6209,2798533,No,2,90,E1,19.68,6.38,-11.11,No,No,Female,Direct,3,Chennai,27,4,
6210,2798552,Yes,57,90,E2,40.31,40.31,0,No,No,Male,Direct,5,Hyderabad,28,7,
6211,2798560,No,2,90,E2,66.67,66.67,0,No,No,Male,Employee Referral,7,Kolkata,32,6,
6213,2798620,No,7,45,E1,22.22,-13.33,-29.09,No,No,Male,Agency,2,Noida,28,1,
6214,2798673,No,20,30,E1,25,20,-4,No,No,Male,Employee Referral,1,Mumbai,24,2,
6215,2798893,Yes,47,45,E1,33.33,22.22,-8.33,No,No,Male,Employee Referral,5,Bangalore,28,1,
6216,2798965,Yes,45,30,E1,71.43,71.43,0,No,Yes,Female,Direct,4,Noida,28,6,
6218,2799049,No,4,90,E3,42.86,42.86,0,No,No,Male,Direct,3,Noida,34,2,
6219,2799612,Yes,78,30,E1,21.74,41.3,16.07,No,Yes,Female,Direct,3,Noida,25,6,
6220,2804368,Yes,12,60,E2,33.86,43.31,7.06,No,No,Male,Agency,6,Bangalore,28,1,
6221,2804401,Yes,13,60,E2,21.21,19.7,-1.25,No,No,Male,Agency,6,Bangalore,30,2,
6222,2804407,No,5,30,E2,11.57,11.57,0,No,No,Male,Agency,4,Chennai,26,2,
6223,2804539,No,0,30,E2,46.67,46.67,0,No,No,Female,Employee Referral,2,Noida,25,2,
6224,2804556,Yes,19,30,E1,26.09,8.7,-13.79,No,No,Male,Direct,1,Noida,25,2,
6225,2804580,No,2,30,E1,50,5,-30,No,No,Male,Direct,2,Noida,27,2,
6226,2804583,Yes,2,90,E1,30,20,-7.69,No,No,Male,Direct,3,Noida,27,8,
6228,2804638,Yes,8,30,E3,24.57,19.87,-3.78,No,No,Male,Agency,13,Chennai,40,2,
6229,2807385,Yes,57,30,E1,62.04,62.04,0,No,No,Male,Direct,5,Chennai,33,1,
6232,2807464,No,33,30,E1,130.77,246.15,50,No,No,Male,Agency,3,Chennai,26,1,
6233,2807482,Yes,70,60,E1,69.75,48.15,-12.73,No,No,Male,Direct,3,Chennai,24,1,
6234,2807499,No,6,30,E1,11.11,25,12.5,No,No,Male,Agency,4,Chennai,30,1,
6235,2807512,No,19,60,E1,36.73,26.53,-7.46,No,No,Male,Employee Referral,6,Chennai,34,4,
6236,2807535,No,1,30,E1,32,20,-9.09,No,Yes,Male,Agency,2,Gurgaon,22,2,
6237,2807542,No,2,30,E1,25,8,-13.6,No,No,Male,Direct,1,Noida,26,2,
6238,2807545,No,0,30,E1,22.32,15.33,-5.71,No,No,Male,Direct,4,Noida,26,5,
6240,2807556,No,18,30,E1,42.42,27.27,-10.64,No,No,Male,Direct,3,Chennai,30,1,
6241,2807593,No,10,30,E1,97.37,88.6,-4.44,No,No,Female,Direct,3,Bangalore,26,5,
6242,2807594,Yes,5,30,E1,50,50,0,No,No,Female,Direct,5,Noida,28,1,
6243,2807621,Yes,34,60,E2,28.97,28.97,0,No,No,Male,Direct,5,Noida,27,1,
6244,2807646,No,27,30,E1,21.74,19.57,-1.79,No,No,Male,Direct,5,Noida,29,1,
6245,2807651,Yes,40,30,E1,50,68.4,12.27,No,No,Male,Employee Referral,3,Noida,25,2,
6247,2807691,No,12,60,E2,33.77,33.77,0,No,No,Male,Direct,7,Chennai,30,4,
6249,2807703,No,54,30,E2,33.33,16.67,-12.5,No,No,Male,Direct,2,Chennai,25,2,
6251,2807717,Yes,48,30,E2,33.33,16.67,-12.5,No,No,Male,Direct,2,Chennai,26,2,
6252,2807720,Yes,12,30,E2,33.33,20,-10,No,No,Male,Direct,3,Chennai,25,2,
6254,2807726,Yes,26,30,E2,37.5,-12.5,-36.36,No,No,Male,Direct,2,Chennai,24,2,
6255,2807753,No,3,60,E1,28.13,28.13,0,No,No,Male,Direct,6,Chennai,27,4,
6256,2807757,No,0,30,E1,9.09,9.09,0,No,No,Male,Direct,5,Chennai,32,7,
6257,2807774,Yes,42,60,E1,31.25,22.5,-6.67,No,No,Male,Direct,5,Noida,31,8,
6258,2807785,No,28,45,E1,26.58,21.16,-4.29,No,No,Male,Direct,4,Bangalore,29,5,
6259,2807787,Yes,105,60,E1,60,38,-13.75,No,No,Male,Direct,4,Chennai,31,1,
6260,2807817,No,1,30,E1,12.34,12.34,0,No,No,Male,Direct,3,Bangalore,28,2,
6262,2807832,Yes,1,30,E1,1.85,1.85,0,No,No,Female,Agency,3,Bangalore,28,4,
6263,2807841,No,3,30,E1,30,50,15.38,No,No,Female,Agency,3,Bangalore,25,4,
6264,2807864,No,15,30,E2,66.67,-6.06,-43.64,No,Yes,Male,Direct,3,Chennai,33,2,
6265,2807867,Yes,86,90,E1,16.96,16.96,0,No,No,Male,Agency,6,Bangalore,32,4,
6266,2807868,No,31,60,E1,25,68,34.4,No,No,Male,Direct,4,Bangalore,27,2,
6267,2807873,No,1,30,E1,44.74,34.21,-7.27,No,No,Male,Agency,3,Bangalore,27,4,
6268,2807877,Yes,77,30,E3,22.58,23.87,1.05,Yes,No,Male,Direct,14,Bangalore,43,6,
6271,2807902,No,8,30,E2,33.33,246.67,160,No,Yes,Male,Direct,6,Chennai,30,2,
6272,2807913,No,10,30,E2,15.94,15.94,0,No,Yes,Male,Employee Referral,6,Bangalore,37,6,
6273,2807928,Yes,36,30,E2,66.67,33.33,-20,No,Yes,Male,Direct,5,Chennai,29,2,
6276,2807937,No,37,30,E1,66.67,44,-13.6,No,No,Male,Agency,1,Noida,26,2,
6278,2807949,No,76,30,E2,51.16,27.91,-15.38,No,No,Male,Agency,8,Bangalore,32,4,
6279,2807950,No,3,60,E1,50,65,10,No,No,Male,Direct,1,Chennai,28,2,
6280,2807960,Yes,66,30,E2,41.3,41.3,0,No,No,Male,Direct,6,Noida,30,7,
6282,2807982,Yes,16,30,E1,50,68.4,12.27,No,No,Male,Agency,2,Chennai,26,2,
6283,2808018,Yes,7,30,E1,42.86,42.86,0,No,No,Male,Direct,2,Noida,29,2,
6284,2808045,Yes,4,30,E2,11.11,11.11,0,No,No,Female,Agency,4,Chennai,28,2,
6285,2808086,No,71,30,E2,50,115,43.33,No,No,Male,Agency,5,Chennai,32,2,
6286,2808091,Yes,10,30,E1,66.67,100,20,No,No,Male,Direct,2,Noida,25,2,
6288,2810697,No,11,30,E1,42.86,42.86,0,No,No,Male,Direct,1,Noida,25,2,
6289,2810948,No,2,60,E2,38.89,38.89,0,No,No,Female,Employee Referral,2,Noida,25,2,
6290,2811415,Yes,18,90,E2,33.61,25.59,-6,No,No,Male,Employee Referral,6,Noida,27,2,
6291,2811454,No,1,30,E2,30,40,7.69,No,No,Male,Employee Referral,4,Noida,30,2,
6292,2813823,Yes,20,30,E1,36.67,8.33,-20.73,No,No,Male,Direct,3,Bangalore,27,4,
6293,2813911,Yes,1,60,E1,89.57,113.27,12.5,No,No,Male,Direct,4,Chennai,26,1,
6294,2813930,Yes,7,60,E1,57,57,0,No,No,Female,Agency,4,Chennai,27,1,
6295,2813938,Yes,5,90,E1,97.18,83.1,-7.14,No,No,Female,Agency,4,Chennai,27,1,
6296,2813966,No,2,30,E1,56.25,46.88,-6,No,No,Male,Agency,3,Bangalore,27,4,
6297,2813997,Yes,15,30,E1,14.29,14.29,0,No,No,Male,Direct,3,Hyderabad,28,5,
6298,2814023,Yes,65,60,E1,73.08,73.08,0,No,Yes,Male,Agency,7,Chennai,32,1,
6299,2814026,No,127,90,E2,45.16,31.61,-9.33,No,No,Male,Agency,8,Chennai,30,1,
6300,2814042,No,18,30,E1,27.27,27.27,0,No,No,Male,Direct,4,Bangalore,29,4,
6301,2814045,No,34,90,E1,50,30,-13.33,No,No,Male,Direct,3,Bangalore,29,8,
6303,2814068,No,1,30,E1,28.21,28.21,0,No,No,Male,Direct,3,Bangalore,28,4,
6305,2814072,Yes,3,30,E1,32.58,28.79,-2.86,No,No,Male,Agency,5,Chennai,31,1,
6306,2814073,Yes,5,30,E1,179.07,132.56,-16.67,No,No,Male,Agency,3,Chennai,29,1,
6307,2814078,Yes,47,60,E1,31.58,21.05,-8,No,Yes,Male,Agency,5,Chennai,31,1,
6308,2814079,Yes,15,30,E1,76.47,54.41,-12.5,No,No,Male,Agency,3,Chennai,26,1,
6309,2814081,No,7,45,E2,34.02,27.84,-4.62,No,No,Male,Agency,8,Chennai,31,1,
6310,2814085,No,43,60,E1,67.44,51.16,-9.72,No,No,Male,Agency,8,Chennai,27,1,
6311,2814089,No,17,30,E1,27.78,33.33,4.35,No,No,Male,Direct,3,Bangalore,25,4,
6312,2814091,Yes,103,60,E1,47.06,28.68,-12.5,No,Yes,Male,Agency,8,Chennai,31,1,
6313,2814093,Yes,51,90,E2,65.48,40.02,-15.38,No,No,Male,Direct,3,Mumbai,25,2,
6314,2814097,Yes,0,30,E2,33.33,180,110,No,No,Male,Employee Referral,4,Noida,32,2,
6315,2814107,No,0,30,E1,4.35,4.35,0,No,No,Male,Agency,0,Noida,31,2,
6317,2814111,No,13,60,E1,22.22,-13.33,-29.09,No,No,Female,Agency,2,Noida,24,1,
6319,2814126,Yes,91,45,E1,11.11,11.11,0,No,No,Male,Agency,4,Bangalore,29,4,
6320,2814130,No,2,30,E1,34.15,34.15,0,No,No,Male,Agency,4,Bangalore,35,4,
6321,2814133,Yes,14,30,E1,22.22,22.22,0,No,No,Male,Agency,4,Bangalore,28,4,
6322,2814136,Yes,2,30,E1,12.85,12.85,0,No,No,Male,Agency,4,Bangalore,28,4,
6323,2814142,No,1,30,E1,36.36,36.36,0,No,No,Female,Agency,4,Bangalore,27,4,
6324,2814143,No,3,60,E1,83.33,75,-4.55,No,Yes,Male,Agency,2,Chennai,26,1,
6325,2814150,Yes,39,30,E1,25,25,0,No,No,Male,Agency,3,Bangalore,28,4,
6326,2814151,No,1,30,E1,28.21,28.21,0,No,No,Male,Agency,3,Bangalore,26,4,
6328,2814161,Yes,1,30,E1,31.25,40.63,7.14,No,No,Female,Direct,3,Chennai,25,1,
6330,2814268,Yes,0,75,E2,21.74,21.74,0,No,No,Male,Agency,6,Noida,30,1,
6331,2814279,Yes,6,30,E1,30,0,-23.08,No,No,Female,Agency,4,Pune,30,1,
6332,2814311,Yes,35,30,E1,42.86,42.86,0,No,No,Male,Agency,3,Bangalore,25,4,
6333,2814331,Yes,61,60,E2,13.64,13.64,0,No,Yes,Male,Direct,8,Chennai,33,8,
6334,2814341,Yes,18,30,E2,40,48,5.71,No,No,Female,Employee Referral,2,Chennai,24,2,
6337,2814428,No,2,90,E3,30.43,46.74,12.5,No,No,Male,Employee Referral,6,Bangalore,38,2,
6338,2814466,No,2,30,E1,29.03,12.9,-12.5,No,No,Male,Agency,3,Chennai,26,4,
6339,2814488,No,4,30,E1,40,70,21.43,No,No,Female,Direct,3,Chennai,27,1,
6341,2814529,No,14,30,E1,20.61,20.61,0,No,No,Female,Employee Referral,3,Bangalore,28,4,
6342,2814535,No,9,30,E1,52.78,47.22,-3.64,No,No,Male,Direct,3,Bangalore,27,5,
6343,2814551,Yes,52,30,E1,6.67,-4,-10,No,No,Male,Direct,4,Chennai,28,1,
6344,2814618,Yes,11,30,E1,50,50,0,No,No,Male,Direct,0,Bangalore,23,1,
6345,2814626,Yes,8,30,E1,50,50,0,No,No,Male,Direct,0,Bangalore,23,1,
6346,2814647,Yes,20,30,E1,30,16.67,-10.26,No,Yes,Male,Direct,4,Kolkata,30,7,
6347,2814655,Yes,6,30,E1,24.11,24.11,0,No,No,Male,Agency,4,Bangalore,32,4,
6348,2814657,Yes,97,30,E1,0,-10,-10,No,Yes,Female,Direct,3,Kolkata,27,7,
6349,2814683,Yes,20,30,E1,42.86,22.86,-14,No,Yes,Male,Direct,3,Kolkata,28,7,
6350,2814704,Yes,41,30,E1,62.5,50,-7.69,No,No,Male,Direct,4,Kolkata,33,7,
6351,2814723,No,17,60,E3,25,12.27,-10.19,No,Yes,Male,Direct,6,Noida,28,2,
6353,2814760,Yes,25,30,E1,27.27,16.36,-8.57,No,No,Female,Direct,4,Kolkata,30,7,
6354,2814814,No,11,30,E1,66.67,124.54,34.72,No,No,Male,Agency,2,Gurgaon,25,2,
6356,2814883,Yes,49,45,E1,65.39,65.39,0,No,No,Male,Direct,2,Bangalore,26,6,
6357,2814939,Yes,36,30,E2,8.33,-12.5,-19.23,Yes,No,Male,Direct,8,Chennai,35,1,
6358,2814948,No,7,30,E2,71.43,17.86,-31.25,No,No,Male,Employee Referral,7,Kolkata,34,7,
6360,2815115,Yes,48,30,E1,60,34.72,-15.8,No,No,Male,Direct,6,Noida,32,2,
6361,2815557,Yes,4,60,E2,48.81,57.74,6,No,No,Male,Employee Referral,6,Noida,30,2,
6362,2815558,Yes,29,30,E2,28.57,21.43,-5.56,No,No,Male,Employee Referral,10,Bangalore,36,8,
6363,2816309,Yes,50,45,E1,29.55,29.55,0,No,No,Male,Employee Referral,3,Noida,28,3,
6364,2816675,Yes,26,30,E1,60,60,0,No,No,Male,Direct,3,Chennai,27,3,
6366,2816812,Yes,8,30,E1,25,25,0,No,No,Male,Direct,2,Chennai,26,3,
6367,2816851,Yes,29,30,E1,150,150,0,No,No,Male,Direct,1,Chennai,23,3,
6369,2816893,No,11,30,E1,33.33,33.33,0,No,No,Male,Direct,1,Chennai,23,3,
6370,2816915,Yes,40,30,E1,28.57,28.57,0,No,No,Male,Direct,2,Chennai,25,3,
6372,2819646,No,1,30,E1,35.09,15.44,-14.55,No,No,Male,Direct,3,Noida,28,7,
6373,2819673,Yes,21,30,E1,19.23,19.23,0,No,No,Male,Direct,4,Bangalore,29,8,
6376,2819707,Yes,61,60,E2,26.71,26.71,0,Yes,No,Male,Agency,7,Chennai,33,4,
6377,2819749,No,32,30,E1,30,0,-23.08,No,No,Male,Agency,6,Chennai,38,4,
6378,2819750,Yes,4,60,E1,40,40,0,No,No,Male,Direct,4,Hyderabad,27,8,
6379,2819769,No,9,30,E1,66.67,66.67,0,No,No,Male,Direct,4,Bangalore,29,5,
6380,2819804,Yes,8,90,E2,31.82,31.82,0,No,No,Male,Direct,8,Chennai,30,8,
6381,2819812,No,34,30,E2,15.79,15.79,0,No,No,Female,Direct,8,Chennai,31,4,
6382,2819835,No,11,30,E2,23.46,23.46,0,No,No,Male,Employee Referral,2,Noida,25,2,
6383,2819877,Yes,52,45,E1,37.5,81.25,31.82,No,Yes,Male,Agency,5,Hyderabad,30,1,
6384,2819891,No,20,30,E2,30.77,29.23,-1.18,No,No,Male,Employee Referral,7,Noida,35,2,
6385,2819898,Yes,58,30,E2,36,60,17.65,No,No,Male,Direct,2,Noida,26,2,
6386,2819902,No,3,30,E1,33.33,33.34,0,No,No,Male,Employee Referral,2,Noida,27,2,
6387,2819904,No,0,30,E1,36.36,31.82,-3.33,No,No,Male,Direct,3,Bangalore,32,4,
6390,2819951,No,35,30,E1,92.31,92.31,0,No,No,Male,Direct,3,Bangalore,27,4,
6391,2819987,Yes,126,45,E2,33.33,205.56,129.17,No,Yes,Male,Agency,6,Hyderabad,32,1,
6392,2819993,No,1,30,E1,48.94,34.04,-10,No,No,Male,Agency,4,Bangalore,26,4,
6393,2820003,Yes,38,30,E2,62.5,50,-7.69,No,No,Male,Direct,4,Bangalore,28,2,
6396,2820068,Yes,2,30,E3,10.86,-15.74,-24,No,No,Male,Employee Referral,15,Chennai,41,1,
6398,2820080,Yes,69,75,E1,40,40,0,No,No,Male,Employee Referral,5,Chennai,31,8,
6399,2820083,No,8,30,E1,31.58,39.47,6,No,No,Male,Direct,3,Bangalore,27,5,
6401,2820097,Yes,8,30,E1,135.29,105.88,-12.5,No,No,Female,Direct,1,Chennai,23,1,
6402,2820104,No,8,30,E1,28.57,51.43,17.78,No,No,Male,Direct,4,Bangalore,26,5,
6403,2820129,Yes,60,30,E1,46.3,73.61,18.67,No,No,Male,Employee Referral,2,Chennai,25,1,
6404,2820141,No,7,30,E1,55.56,94.44,25,No,No,Male,Employee Referral,2,Chennai,25,1,
6405,2820144,No,11,30,E1,42.86,28.57,-10,No,No,Male,Agency,3,Chennai,26,1,
6406,2820164,Yes,4,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,2,Noida,26,1,
6407,2820179,No,13,30,E2,18.18,13.64,-3.85,No,No,Male,Direct,7,Noida,32,6,
6408,2820214,No,31,30,E1,35.14,28.99,-4.55,No,No,Male,Direct,2,Chennai,28,1,
6409,2820224,No,3,30,E2,16.67,-18.75,-30.36,No,No,Male,Agency,7,Chennai,33,4,
6410,2820237,No,5,30,E1,100,60,-20,No,No,Male,Employee Referral,1,Noida,25,2,
6411,2820255,Yes,45,60,E3,25.89,25.89,0,No,No,Female,Direct,6,Chennai,27,2,
6412,2820259,Yes,6,30,E2,14.29,14.29,0,No,No,Male,Employee Referral,2,Noida,26,2,
6413,2820298,No,1,30,E2,42.86,42.86,0,No,No,Male,Direct,8,Chennai,35,2,
6415,2820355,Yes,49,30,E2,50,87.5,25,No,No,Male,Direct,4,Chennai,34,2,
6416,2820376,Yes,5,60,E1,33.33,27.78,-4.17,No,No,Female,Agency,3,Noida,25,1,
6417,2820529,Yes,25,30,E1,42.86,42.86,0,No,No,Female,Agency,3,Noida,26,5,
6418,2820544,Yes,70,60,E2,30.95,30.95,0,No,Yes,Female,Direct,7,Noida,31,6,
6419,2820558,Yes,17,30,E1,31.58,31.58,0,No,No,Male,Employee Referral,4,Bangalore,28,6,
6420,2820590,No,0,30,E1,50,50,0,No,No,Male,Direct,2,Chennai,24,2,
6421,2820628,No,6,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,3,Chennai,24,2,
6422,2820639,No,7,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,4,Noida,29,2,
6423,2820675,No,25,30,E1,84.33,76.97,-4,No,No,Male,Direct,4,Mumbai,31,2,
6424,2820824,No,58,30,E1,47.54,27.87,-13.33,No,No,Male,Employee Referral,3,Chennai,29,4,
6425,2822676,Yes,53,60,E1,31.06,31.06,0,No,Yes,Male,Direct,5,Hyderabad,28,5,
6426,2824077,Yes,23,30,E1,142.31,121.15,-8.73,No,No,Male,Agency,3,Hyderabad,26,1,
6427,2824081,No,12,30,E1,37.84,34.84,-2.18,No,No,Male,Agency,5,Pune,28,1,
6428,2824088,No,60,90,E2,34.33,34.33,0,No,No,Male,Employee Referral,8,Bangalore,31,1,
6430,2824096,No,28,30,E1,46.34,31.22,-10.33,No,No,Male,Agency,3,Pune,26,1,
6431,2824100,No,2,60,E2,33.33,18.18,-11.36,No,No,Male,Agency,7,Hyderabad,29,1,
6432,2824106,Yes,63,60,E1,36.19,26.46,-7.14,No,No,Female,Agency,4,Hyderabad,25,1,
6435,2824120,No,6,30,E1,73.55,44.63,-16.67,No,No,Female,Agency,2,Hyderabad,27,1,
6438,2824157,No,64,60,E2,66.67,50,-10,No,No,Female,Employee Referral,5,Noida,25,2,
6439,2824169,No,2,90,E2,27.4,27.4,0,No,No,Male,Agency,8,Chennai,31,4,
6440,2824258,No,6,60,E1,34.75,27.66,-5.26,No,No,Male,Direct,6,Chennai,29,4,
6441,2824269,Yes,1,30,E2,44.55,44.55,0,No,No,Male,Direct,9,Bangalore,34,1,
6442,2824296,No,3,30,E1,33.33,124,68,No,No,Male,Direct,1,Chennai,23,2,
6443,2824304,No,29,30,E2,50,0,-33.33,No,No,Male,Employee Referral,2,Bangalore,30,2,
6444,2824355,No,31,30,E1,57.14,42.86,-9.09,No,No,Male,Direct,3,Bangalore,30,4,
6445,2824415,Yes,62,60,E1,57.53,57.53,0,No,No,Male,Employee Referral,5,Chennai,29,1,
6447,2824445,Yes,15,30,E1,37.5,37.5,0,No,No,Female,Agency,4,Noida,34,3,
6448,2824447,Yes,4,30,E2,53.85,53.85,0,No,No,Male,Direct,8,Mumbai,31,4,
6449,2824465,No,0,30,E2,93.55,58.71,-18,No,No,Male,Direct,6,Noida,35,5,
6451,2824473,No,1,30,E2,75,75,0,No,No,Male,Direct,2,Noida,28,2,
6452,2824490,Yes,80,30,E1,103.7,77.78,-12.73,No,No,Male,Direct,4,Chennai,27,1,
6453,2824498,Yes,16,30,E1,55.6,28.42,-17.47,No,No,Male,Agency,4,Bangalore,27,1,
6454,2824550,Yes,9,30,E1,68.07,42.86,-15,No,No,Female,Direct,1,Chennai,25,1,
6456,2824591,Yes,37,30,E1,95.86,109.85,7.14,No,No,Male,Direct,3,Chennai,29,1,
6457,2824600,Yes,38,30,E1,45,35,-6.9,No,No,Female,Employee Referral,4,Chennai,26,1,
6458,2824627,No,3,60,E2,33.33,30.11,-2.42,No,No,Male,Employee Referral,7,Noida,30,7,
6459,2824633,No,0,30,E1,32,5.8,-19.85,No,No,Male,Agency,1,Noida,27,2,
6460,2824658,Yes,46,90,E2,73.91,73.91,0,No,No,Male,Employee Referral,5,Noida,30,2,
6461,2824662,No,27,60,E1,30.95,42.86,9.09,No,No,Male,Direct,4,Chennai,29,1,
6462,2824682,No,0,60,E2,22.22,-2.22,-20,No,No,Male,Agency,11,Noida,36,2,
6463,2824685,Yes,46,30,E1,33.33,50,12.5,No,No,Female,Agency,3,Hyderabad,26,1,
6464,2824709,No,2,30,E1,23.24,14.44,-7.14,No,Yes,Male,Agency,4,Chennai,29,1,
6466,2824717,No,22,30,E1,66.67,56.25,-6.25,No,No,Female,Agency,3,Chennai,25,1,
6467,2824750,Yes,5,90,E3,41.35,41.35,0,No,No,Male,Employee Referral,4,Noida,28,2,
6468,2824775,Yes,18,30,E2,5.56,5.56,0,No,No,Male,Direct,5,Kolkata,33,7,
6469,2824810,No,0,30,E1,31.58,31.58,0,No,No,Male,Agency,3,Bangalore,30,4,
6470,2824821,Yes,13,60,E1,37.5,50,9.09,No,No,Male,Direct,4,Chennai,30,8,
6471,2824825,Yes,7,30,E2,8.33,8.33,0,No,No,Male,Direct,22,Noida,45,7,
6472,2824842,Yes,5,30,E1,3.02,3.02,0,No,No,Male,Direct,8,Noida,31,7,
6474,2824864,No,8,60,E1,33.33,17.78,-11.67,No,No,Male,Agency,3,Noida,28,1,
6475,2824882,Yes,26,30,E1,135.29,135.29,0,No,No,Male,Direct,3,Bangalore,30,4,
6476,2824908,No,10,30,E1,34.62,11.54,-17.14,No,No,Male,Agency,3,Chennai,28,1,
6477,2824912,No,1,60,E3,35.01,35.01,0,No,No,Male,Direct,4,Chennai,28,2,
